# kapture format: 1.1
# timestamp, device_id, image_path
1, cam_00001, db/1.jpg
2, cam_00002, db/10.jpg
3, cam_00003, db/100.jpg
4, cam_00004, db/1000.jpg
5, cam_00005, db/1001.jpg
6, cam_00006, db/1002.jpg
7, cam_00007, db/1003.jpg
8, cam_00008, db/1004.jpg
9, cam_00009, db/1005.jpg
10, cam_00010, db/1006.jpg
11, cam_00011, db/1007.jpg
12, cam_00012, db/1008.jpg
13, cam_00013, db/1009.jpg
14, cam_00014, db/101.jpg
15, cam_00015, db/1010.jpg
16, cam_00016, db/1011.jpg
17, cam_00017, db/1012.jpg
18, cam_00018, db/1013.jpg
19, cam_00019, db/1014.jpg
20, cam_00020, db/1015.jpg
21, cam_00021, db/1016.jpg
22, cam_00022, db/1017.jpg
23, cam_00023, db/1018.jpg
24, cam_00024, db/1019.jpg
25, cam_00025, db/102.jpg
26, cam_00026, db/1020.jpg
27, cam_00027, db/1021.jpg
28, cam_00028, db/1022.jpg
29, cam_00029, db/1023.jpg
30, cam_00030, db/1024.jpg
31, cam_00031, db/1025.jpg
32, cam_00032, db/1026.jpg
33, cam_00033, db/1027.jpg
34, cam_00034, db/1028.jpg
35, cam_00035, db/1029.jpg
36, cam_00036, db/103.jpg
37, cam_00037, db/1030.jpg
38, cam_00038, db/1031.jpg
39, cam_00039, db/1032.jpg
40, cam_00040, db/1033.jpg
41, cam_00041, db/1034.jpg
42, cam_00042, db/1035.jpg
43, cam_00043, db/1036.jpg
44, cam_00044, db/1037.jpg
45, cam_00045, db/1038.jpg
46, cam_00046, db/1039.jpg
47, cam_00047, db/104.jpg
48, cam_00048, db/1040.jpg
49, cam_00049, db/1041.jpg
50, cam_00050, db/1042.jpg
51, cam_00051, db/1043.jpg
52, cam_00052, db/1044.jpg
53, cam_00053, db/1045.jpg
54, cam_00054, db/1046.jpg
55, cam_00055, db/1047.jpg
56, cam_00056, db/1048.jpg
57, cam_00057, db/1049.jpg
58, cam_00058, db/105.jpg
59, cam_00059, db/1050.jpg
60, cam_00060, db/1051.jpg
61, cam_00061, db/1052.jpg
62, cam_00062, db/1053.jpg
63, cam_00063, db/1054.jpg
64, cam_00064, db/1055.jpg
65, cam_00065, db/1056.jpg
66, cam_00066, db/1057.jpg
67, cam_00067, db/1058.jpg
68, cam_00068, db/1059.jpg
69, cam_00069, db/106.jpg
70, cam_00070, db/1060.jpg
71, cam_00071, db/1061.jpg
72, cam_00072, db/1062.jpg
73, cam_00073, db/1063.jpg
74, cam_00074, db/1064.jpg
75, cam_00075, db/1065.jpg
76, cam_00076, db/1066.jpg
77, cam_00077, db/1067.jpg
78, cam_00078, db/1068.jpg
79, cam_00079, db/1069.jpg
80, cam_00080, db/107.jpg
81, cam_00081, db/1070.jpg
82, cam_00082, db/1071.jpg
83, cam_00083, db/1072.jpg
84, cam_00084, db/1073.jpg
85, cam_00085, db/1074.jpg
86, cam_00086, db/1075.jpg
87, cam_00087, db/1076.jpg
88, cam_00088, db/1077.jpg
89, cam_00089, db/1078.jpg
90, cam_00090, db/1079.jpg
91, cam_00091, db/108.jpg
92, cam_00092, db/1080.jpg
93, cam_00093, db/1081.jpg
94, cam_00094, db/1082.jpg
95, cam_00095, db/1083.jpg
96, cam_00096, db/1084.jpg
97, cam_00097, db/1085.jpg
98, cam_00098, db/1086.jpg
99, cam_00099, db/1087.jpg
100, cam_00100, db/1088.jpg
101, cam_00101, db/1089.jpg
102, cam_00102, db/109.jpg
103, cam_00103, db/1090.jpg
104, cam_00104, db/1091.jpg
105, cam_00105, db/1092.jpg
106, cam_00106, db/1093.jpg
107, cam_00107, db/1094.jpg
108, cam_00108, db/1095.jpg
109, cam_00109, db/1096.jpg
110, cam_00110, db/1097.jpg
111, cam_00111, db/1098.jpg
112, cam_00112, db/1099.jpg
113, cam_00113, db/11.jpg
114, cam_00114, db/110.jpg
115, cam_00115, db/1100.jpg
116, cam_00116, db/1101.jpg
117, cam_00117, db/1102.jpg
118, cam_00118, db/1103.jpg
119, cam_00119, db/1104.jpg
120, cam_00120, db/1105.jpg
121, cam_00121, db/1106.jpg
122, cam_00122, db/1107.jpg
123, cam_00123, db/1108.jpg
124, cam_00124, db/1109.jpg
125, cam_00125, db/111.jpg
126, cam_00126, db/1110.jpg
127, cam_00127, db/1111.jpg
128, cam_00128, db/1112.jpg
129, cam_00129, db/1113.jpg
130, cam_00130, db/1114.jpg
131, cam_00131, db/1115.jpg
132, cam_00132, db/1116.jpg
133, cam_00133, db/1117.jpg
134, cam_00134, db/1118.jpg
135, cam_00135, db/1119.jpg
136, cam_00136, db/112.jpg
137, cam_00137, db/1120.jpg
138, cam_00138, db/1121.jpg
139, cam_00139, db/1122.jpg
140, cam_00140, db/1123.jpg
141, cam_00141, db/1124.jpg
142, cam_00142, db/1125.jpg
